model,domain,puzzle_id,correct,chosen_answer,candidate,judge_confidence,judge_ngrams,regex_score,is_chosen
GPT-5,Cryptic,cc_072,1,stocking filler,little present,41.0,"[""I considered"", ""little present"", ""might mean a \""token\"""", ""not quite fitting""]",-1.9161290322580644,0
GPT-5,Cryptic,cc_072,1,stocking filler,safe cracker,45.0,"[""I considered"", ""safe cracker"", ""for \""bank robber\""""]",-2.17741935483871,0
GPT-5,Cryptic,cc_072,1,stocking filler,head,41.0,"[""The \""head\"" framing"", ""got me thinking""]",-3.238709677419355,0
Qwen3-VL-235B Thinking,Cryptic,cc_071,0,cell,cell,85.0,"[""likely the answer is CELL"", ""answer is 'cell'"", ""c + ell = cell"", ""fits"", ""makes sense""]",-16.572390203641095,1
Qwen3-VL-235B Thinking,Cryptic,cc_071,0,cell,cove,35.0,"[""answer might be 'cove'"", ""V not present""]",-80.20630604891831,0
Qwen3-VL-235B Thinking,Cryptic,cc_071,0,cell,man,45.0,"[""often means 'MAN'"", ""synonym"", ""for 3 letters""]",-154.67170452200685,0
Qwen3-VL-235B Thinking,Cryptic,cc_071,0,cell,mule,55.0,"[""smuggler might refer to"", ""type of smuggler"", ""is 4 letters"", ""not a location""]",-219.03725219434,0
Qwen3-VL-235B Thinking,Cryptic,cc_071,0,cell,smuggler's,40.0,"[""contains the answer"", ""indicates a container"", ""apostrophe s"", ""red herring""]",-231.17290605209257,0
Qwen3-VL-235B Thinking,Cryptic,cc_071,0,cell,fellow,40.0,"[""definition part"", ""separate"", ""is 6 letters"", ""not the answer""]",-320.95347523133825,0
Qwen3-VL-235B Thinking,Cryptic,cc_071,0,cell,location,45.0,"[""might be the definition"", ""is 8 letters"", ""misdirection""]",-375.2791279780328,0
Qwen3-VL-235B Thinking,Cryptic,cc_071,0,cell,ell,65.0,"[""contains 'ell'"", ""take 'ell' from fellow"", ""providing 'ell'""]",-383.238183896005,0
Qwen3-VL-235B Thinking,Cryptic,cc_071,0,cell,secret,40.0,"[""anagram indicator"", ""might be a verb"", ""providing 'c'""]",-431.7260178086758,0
Qwen3-VL-235B Thinking,Cryptic,cc_071,0,cell,smuggler,40.0,"[""key"", ""container"", ""too long for a 4-letter answer""]",-502.0402615748457,0
Gemini 3 Flash,Cryptic,cc_071,1,cove,cove,100.0,"[""Bingo!"", ""COVE is the answer"", ""Double definition confirmed"", ""The answer must be COVE"", ""I'm confident""]",17.020480721081622,1
Gemini 3 Flash,Cryptic,cc_071,1,cove,fellow,45.0,"[""Thinking about synonyms"", ""common one"", ""Nothing in fellow""]",9.715222834251378,0
Gemini 3 Flash,Cryptic,cc_071,1,cove,location,41.0,"[""gives me synonyms"", ""is COVE a secret location"", ""makes sense for""]",8.606910365548321,0
Gemini 3 Flash,Cryptic,cc_071,1,cove,al,28.0,"[""usual suspects"", ""fellow = AL"", ""No""]",3.58242363545318,0
Gemini 3 Flash,Cryptic,cc_071,1,cove,hide,35.0,"[""makes sense for"", ""But wait, is HIDE hidden"", ""No""]",1.4254882323485227,0
Gemini 3 Flash,Cryptic,cc_071,1,cove,chap,30.0,"[""usual suspects"", ""check other options"", ""CHAP no""]",1.197295943915874,0
Gemini 3 Flash,Cryptic,cc_071,1,cove,stow,35.0,"[""consider the other word"", ""can't find it hidden""]",0.8054581872809212,0
Gemini 3 Flash,Cryptic,cc_071,1,cove,boss,20.0,"[""check other options"", ""BOSS no""]",0.7924887330996494,0
Gemini 3 Flash,Cryptic,cc_071,1,cove,hiding,41.0,"[""makes sense for"", ""location and hiding""]",0.7164246369554331,0
Gemini 3 Flash,Cryptic,cc_071,1,cove,don,28.0,"[""usual suspects"", ""is DON a location"", ""No""]",0.4020030045067601,0
Gemini 2.5 Pro,Cryptic,cc_071,1,cove,smuggler's secret location,70.0,"[""feels the most natural fit"", ""as the definition"", ""likely the definition part""]",0.4575757575757579,0
Gemini 2.5 Pro,Cryptic,cc_071,1,cove,cove,95.0,"[""starts to sound right"", ""It *must* be COVE"", ""Then it clicks!"", ""The answer is COVE"", ""Yes!"", ""Yep""]",0.2617546432062554,1
Gemini 2.5 Pro,Cryptic,cc_071,1,cove,fellow smuggler's,45.0,"[""as the wordplay"", ""is the definition?""]",-0.6760263929618766,0
Gemini 2.5 Pro,Cryptic,cc_071,1,cove,fellow smuggler,35.0,"[""let's find something associated"", ""partner, MATE... isn't getting anywhere""]",-1.6337732160312803,0
Gemini 2.5 Pro,Cryptic,cc_071,1,cove,mate,25.0,"[""don't really fit"", ""isn't getting anywhere""]",-1.7637096774193548,0
Gemini 2.5 Pro,Cryptic,cc_071,1,cove,smuggler's,41.0,"[""probably related to smuggling"", ""possessive""]",-3.745967741935483,0
Gemini 2.5 Pro,Cryptic,cc_071,1,cove,secret location,55.0,"[""likely the definition part"", ""what are some four-letter""]",-5.471529814271751,0
Gemini 2.5 Pro,Cryptic,cc_071,1,cove,co,20.0,"[""That isn't working""]",-5.729912023460413,0
Gemini 2.5 Pro,Cryptic,cc_071,1,cove,fellow,50.0,"[""maybe part of the wordplay"", ""is the definition"", ""is an old word for""]",-6.287976539589442,0
Claude Sonnet 4.6,Cryptic,cc_072,1,stocking filler,withdrawal,40.0,"[""what is a bank robber"", ""Someone who makes a"", ""withdrawal""]",-1.197792642140468,0
Claude Sonnet 4.6,Cryptic,cc_072,1,stocking filler,stocking mask,50.0,"[""maybe \""stocking mask\"""", ""bank robber might wear""]",-1.8494314381270904,0
Claude Sonnet 4.6,Cryptic,cc_072,1,stocking filler,stocking filler,95.0,"[""works perfectly"", ""I'm confident the answer is"", ""it works as both""]",-2.275652173913043,1
Claude Sonnet 4.6,Cryptic,cc_072,1,stocking filler,filler,60.0,"[""filler describes what goes inside""]",-2.288294314381271,0
Claude Sonnet 4.6,Cryptic,cc_072,1,stocking filler,in the head of,50.0,"[""on top of/covering"", ""in the head of""]",-2.80809364548495,0
Claude Sonnet 4.6,Cryptic,cc_072,1,stocking filler,little present,85.0,"[""little present = stocking filler"", ""literal definition""]",-3.144147157190635,0
Claude Sonnet 4.6,Cryptic,cc_072,1,stocking filler,present,50.0,"[""6-letter word that means \""present\""""]",-3.167090301003345,0
Claude Sonnet 4.6,Cryptic,cc_072,1,stocking filler,stocking,80.0,"[""stocking (worn over the head)"", ""stocking is what a bank robber pulls""]",-12.709899665551838,0
Gemini 2.5 Pro,Cryptic,cc_072,0,cerebral cortex,head of a bank robber,45.0,"[""head of a bank robber"", ""could mean"", ""literal head""]",-0.9271671134941912,0
Gemini 2.5 Pro,Cryptic,cc_072,0,cerebral cortex,cerebral cortex,85.0,"[""CEREBRAL CORTEX"", ""8, 6"", ""fits the enumeration"", ""Let's try it""]",-2.809204647006255,1
Gemini 2.5 Pro,Cryptic,cc_072,0,cerebral cortex,little present,40.0,"[""suggests"", ""TOKEN"", ""doesn't fit"", ""not so direct""]",-3.217158176943699,0
Gemini 2.5 Pro,Cryptic,cc_072,0,cerebral cortex,head,50.0,"[""literal head"", ""inside"", ""what kind of"", ""suggests what is inside""]",-7.34888293118856,0
Gemini 2.5 Pro,Cryptic,cc_072,0,cerebral cortex,in,60.0,"[""suggests what is"", ""inside"", ""the cortex is"", ""in the head""]",-26.54405719392314,0
Qwen3-VL-235B Thinking,Cryptic,cc_072,0,minigift change,minigift change,75.0,"[""answer would be"", ""fits"", ""intended answer"", ""this might be it""]",-7.487445331122395,1
Qwen3-VL-235B Thinking,Cryptic,cc_072,0,minigift change,small change,35.0,"[""likely wrong"", ""doesn't fit"", ""must be wrong"", ""doesn't fit the enumeration""]",-61.548763602445845,0
Qwen3-VL-235B Thinking,Cryptic,cc_072,0,minigift change,current,45.0,"[""could be"", ""helpful"", ""not helpful"", ""is 7 letters""]",-61.66389884962172,0
Qwen3-VL-235B Thinking,Cryptic,cc_072,0,minigift change,gift,55.0,"[""could mean"", ""not sure"", ""inside something""]",-108.60855425432688,0
Qwen3-VL-235B Thinking,Cryptic,cc_072,0,minigift change,little,50.0,"[""could be"", ""could be a definition"", ""mini or petit""]",-125.72126023422118,0
Qwen3-VL-235B Thinking,Cryptic,cc_072,0,minigift change,change,60.0,"[""can mean"", ""can be"", ""small money""]",-192.4138625764328,0
Qwen3-VL-235B Thinking,Cryptic,cc_072,0,minigift change,small,41.0,"[""definition"", ""abbreviation S?"", ""stretched"", ""somehow stretched""]",-217.54315887656745,0
Qwen3-VL-235B Thinking,Cryptic,cc_072,0,minigift change,now,55.0,"[""part of the word"", ""could be"", ""as in current time""]",-232.651261270598,0
Qwen3-VL-235B Thinking,Cryptic,cc_072,0,minigift change,bank,45.0,"[""might be"", ""definition"", ""river bank""]",-347.01516633848064,0
Qwen3-VL-235B Thinking,Cryptic,cc_072,0,minigift change,present,50.0,"[""could mean"", ""could be"", ""verb meaning""]",-435.0289998963624,0
Gemini 3 Pro,Cryptic,cc_072,1,stocking filler,stocking filler,100.0,"[""lightbulb"", ""That's it"", ""Perfect"", ""It all fits"", ""Brilliant"", ""nailed it""]",6.650261780104712,1
Gemini 3 Pro,Cryptic,cc_072,1,stocking filler,willowy,20.0,"[""perhaps"", ""dead end""]",-0.6109947643979057,0
Gemini 3 Pro,Cryptic,cc_072,1,stocking filler,stocking mask,15.0,"[""No"", ""STOCKING MASK""]",-1.8785340314136123,0
Gemini 3 Pro,Cryptic,cc_072,1,stocking filler,surprise packet,35.0,"[""SURPRISE PACKET"", ""No, no, no""]",-2.008900523560209,0
Gemini 3 Pro,Cryptic,cc_072,1,stocking filler,little present,50.0,"[""what could that be"", ""maybe SMALL GIFT"", ""definition of STOCKING FILLER""]",-2.4120418848167544,0
Gemini 3 Pro,Cryptic,cc_072,1,stocking filler,in the head of a bank robber,40.0,"[""how does that work"", ""becomes"", ""a bank robber puts a stocking on their head""]",-2.7528795811518325,0
Gemini 3 Pro,Cryptic,cc_072,1,stocking filler,in the head,40.0,"[""what does"", ""even mean""]",-3.8596858638743456,0
Gemini 3 Pro,Cryptic,cc_072,1,stocking filler,bank robber,45.0,"[""could be a river bank"", ""How does that work"", ""means BREAKING"", ""fills a stocking""]",-4.672774869109947,0
Gemini 3 Pro,Cryptic,cc_072,1,stocking filler,a bank robber,45.0,"[""meaning CRIMINAL"", ""perhaps"", ""puts a stocking on their head""]",-6.033507853403142,0
Gemini 3 Pro,Cryptic,cc_072,1,stocking filler,head of a bank robber,40.0,"[""a balaclava, perhaps"", ""No, that's not it""]",-6.384293193717277,0
GPT-5,Cryptic,cc_073,1,stain,stain,95.0,"[""answer could be"", ""perfectly"", ""this fits"", ""forming STAIN"", ""which means spot""]",1.1168994413407811,1
GPT-5,Cryptic,cc_073,1,stain,a in,85.0,"[""A + IN"", ""place A IN before it"", ""translates to""]",0.0,0
GPT-5,Cryptic,cc_073,1,stain,ain,80.0,"[""plus AIN forms"", ""ST + AIN""]",-0.2530726256983246,0
GPT-5,Cryptic,cc_073,1,stain,spot,90.0,"[""means spot"", ""synonym for spot""]",-0.8519553072625694,0
GPT-5,Cryptic,cc_073,1,stain,to introduce,75.0,"[""acts as a link word"", ""positional indicator"", ""suggests inserting something""]",-1.8198324022346368,0
GPT-5,Cryptic,cc_073,1,stain,to introduce a fashionable,85.0,"[""suggests that A + IN is inserted"", ""elegant connection""]",-1.8198324022346368,0
GPT-5,Cryptic,cc_073,1,stain,a fashionable,85.0,"[""implies the word in"", ""translates to A + IN""]",-3.588198324022346,0
GPT-5,Cryptic,cc_073,1,stain,way,85.0,"[""equals ST"", ""synonyms might be"", ""represented by ST""]",-3.908379888268156,0
GPT-5,Cryptic,cc_073,1,stain,st,90.0,"[""way equals ST"", ""abbreviation for street"", ""ST plus AIN""]",-7.3798184357541885,0
GPT-5,Cryptic,cc_073,1,stain,in,85.0,"[""implies the word in"", ""related to fashion"", ""A + IN""]",-14.830586592178769,0
Gemini 3 Flash,Cryptic,cc_072,1,stocking filler,head of a bank robber,45.0,"[""could refer to"", ""cleverly describing"", ""pun of the cryptic""]",1.2817706061927605,0
Gemini 3 Flash,Cryptic,cc_072,1,stocking filler,in the head of a bank robber,50.0,"[""could hint at"", ""describes it"", ""pun of the cryptic""]",1.2796336676842563,0
Gemini 3 Flash,Cryptic,cc_072,1,stocking filler,christmas,15.0,"[""it's not \""CHRISTMAS\""""]",0.8076755342346271,0
Gemini 3 Flash,Cryptic,cc_072,1,stocking filler,birthday gift,10.0,"[""wouldn't fit""]",0.794548626253816,0
Gemini 3 Flash,Cryptic,cc_072,1,stocking filler,little present,95.0,"[""is what the solution is"", ""satisfies both the definition"", ""meaning of \""little present\""""]",-1.018229393807239,0
Gemini 3 Flash,Cryptic,cc_072,1,stocking filler,filler,90.0,"[""maybe \""present\"" is FILLER"", ""fits perfectly""]",-1.2974705625817702,0
Gemini 3 Flash,Cryptic,cc_072,1,stocking filler,stocking filler,100.0,"[""fits perfectly"", ""definitely the answer"", ""solid solution"", ""STOCKING (8), FILLER (6)""]",-1.6323593545573485,1
Gemini 3 Flash,Cryptic,cc_072,1,stocking filler,stocking,90.0,"[""maybe \""little\"" is STOCKING"", ""fits perfectly""]",-2.3712603576101183,0
Gemini 3 Flash,Cryptic,cc_072,1,stocking filler,little,40.0,"[""usually a synonym"", ""maybe \""little\"" is STOCKING""]",-3.849236807675534,0
Gemini 3 Flash,Cryptic,cc_072,1,stocking filler,present,40.0,"[""can be GIFT"", ""maybe \""present\"" is FILLER""]",-4.315830789358918,0
Claude Sonnet 4.6,Cryptic,cc_073,1,stain,introduce,55.0,"[""put before/at the beginning"", ""to add the letter A""]",0.1130434782608695,0
Claude Sonnet 4.6,Cryptic,cc_073,1,stain,stain,95.0,"[""I've got it"", ""exactly what a spot is"", ""all combining to form""]",0.0,1
Claude Sonnet 4.6,Cryptic,cc_073,1,stain,in spot,15.0,"[""doesn't quite work""]",0.0,0
Claude Sonnet 4.6,Cryptic,cc_073,1,stain,fashionable spot,35.0,"[""maybe"", ""doesn't quite work""]",-0.3591304347826087,0
Claude Sonnet 4.6,Cryptic,cc_073,1,stain,way,50.0,"[""could be"", ""ST (way/street)""]",-0.4599999999999999,0
Claude Sonnet 4.6,Cryptic,cc_073,1,stain,to introduce,50.0,"[""could mean"", ""put before/at the beginning""]",-0.7965217391304347,0
Claude Sonnet 4.6,Cryptic,cc_073,1,stain,fashionable,85.0,"[""fashionable = in"", ""fashionable as IN""]",-1.134782608695652,0
Claude Sonnet 4.6,Cryptic,cc_073,1,stain,spot,80.0,"[""the definition?"", ""exactly what a spot is""]",-1.247826086956522,0
Claude Sonnet 4.6,Cryptic,cc_073,1,stain,a fashionable,85.0,"[""A (a) + IN (fashionable)"", ""fashionable as IN""]",-1.3608695652173912,0
Claude Sonnet 4.6,Cryptic,cc_073,1,stain,in,90.0,"[""fashionable = in"", ""fashionable as IN""]",-2.891304347826088,0
Claude Sonnet 4.6,Cryptic,cc_074,1,pacer,pacer,95.0,"[""PACER"", ""yes!"", ""sheeP A CERtain"", ""p-a-c-e-r"", ""fits""]",2.5930232558139537,1
Claude Sonnet 4.6,Cryptic,cc_074,1,pacer,sheep a certain,50.0,"[""sheep a certain"", ""let me look""]",1.549612403100775,0
Claude Sonnet 4.6,Cryptic,cc_074,1,pacer,"pacer

a",,[],0.886046511627907,0
Claude Sonnet 4.6,Cryptic,cc_074,1,pacer,hidden among,40.0,"[""hidden among"", ""containment indicator"", ""clue says""]",0.4718346253229973,0
GPT-5,Cryptic,cc_074,1,pacer,hidden among,50.0,"[""usually signals"", ""thinking the fodder""]",0.1468750000000001,0
GPT-5,Cryptic,cc_074,1,pacer,pacer,95.0,"[""Yes, it's present!"", ""answer is indeed"", ""The clue confirms""]",-0.8843750000000001,1
GPT-5,Cryptic,cc_074,1,pacer,sheep a certain,45.0,"[""Let's check"", ""without punctuation""]",-1.0546875,0
GPT-5,Cryptic,cc_074,1,pacer,sheepacertain,40.0,"[""not sure if"", ""zeroing in on""]",-1.134375,0
Gemini 3 Flash,Cryptic,cc_073,1,stain,stain,95.0,"[""STAIN becomes the center"", ""Yes!"", ""ST + A + IN = STAIN"", ""clue is solved!"", ""perfectly fits""]",0.2016042780748661,1
Gemini 3 Flash,Cryptic,cc_073,1,stain,fashionable spot,55.0,"[""fashionable spot could be"", ""not a clear link""]",-0.6666310160427807,0
Gemini 3 Flash,Cryptic,cc_073,1,stain,inset,45.0,"[""thinking about INSET"", ""glimmer"", ""not a clear link""]",-0.8304278074866309,0
Gemini 3 Flash,Cryptic,cc_073,1,stain,set,40.0,"[""IN + SET"", ""not a clear link""]",-0.8311764705882352,0
Gemini 3 Flash,Cryptic,cc_073,1,stain,spot,60.0,"[""definition of the spot"", ""many possibilities"", ""STAIN (spot)""]",-1.4578609625668448,0
Gemini 3 Flash,Cryptic,cc_073,1,stain,st,85.0,"[""way could be ST"", ""ST (way) introduces"", ""ST (way) + A (a) + IN""]",-4.929251336898396,0
Gemini 3 Flash,Cryptic,cc_073,1,stain,fashionable,85.0,"[""fashionable shouts IN"", ""IN (fashionable)"", ""A (a) + IN (fashionable)""]",-5.693262032085562,0
Gemini 3 Flash,Cryptic,cc_073,1,stain,way,85.0,"[""way could be ST"", ""way = ST"", ""ST (way) introduces""]",-7.814331550802138,0
Gemini 3 Flash,Cryptic,cc_073,1,stain,introduce,50.0,"[""introduce could mean"", ""indicate that ST is placed before"", ""INDEX mean way to introduce""]",-7.834919786096256,0
Gemini 3 Flash,Cryptic,cc_073,1,stain,in,85.0,"[""fashionable shouts IN"", ""A (a) + IN (fashionable)"", ""ST + A + IN""]",-33.78577540106951,0
Gemini 2.5 Pro,Cryptic,cc_073,1,stain,to introduce,45.0,"[""merely links everything together"", ""tricky part is""]",0.0,0
Gemini 2.5 Pro,Cryptic,cc_073,1,stain,stain,95.0,"[""STAIN (spot)"", ""I've got my answer"", ""which fits"", ""ST + A + IN = STAIN""]",-3.2934353405725565,1
Gemini 2.5 Pro,Cryptic,cc_073,1,stain,a fashionable,75.0,"[""introduce 'a fashionable'"", ""ST + A + IN"", ""a fashionable is 'in'""]",-4.158440276406713,0
Gemini 2.5 Pro,Cryptic,cc_073,1,stain,introduce,40.0,"[""hints at insertion"", ""merely links everything together"", ""tricky part is""]",-6.593287265547877,0
Gemini 2.5 Pro,Cryptic,cc_073,1,stain,spot,90.0,"[""definition is 'spot'"", ""STAIN (spot)"", ""it is a 'spot'""]",-7.70162882527147,0
Gemini 2.5 Pro,Cryptic,cc_073,1,stain,fashionable,85.0,"[""fashionable often means 'in'"", ""fashionable is 'in'""]",-8.269299111549852,0
Gemini 2.5 Pro,Cryptic,cc_073,1,stain,rd,35.0,"[""could be 'ST' or 'RD'""]",-13.116337611056268,0
Gemini 2.5 Pro,Cryptic,cc_073,1,stain,way,85.0,"[""way is 'ST'"", ""way often suggests street abbreviations""]",-13.650246791707795,0
Gemini 2.5 Pro,Cryptic,cc_073,1,stain,st,95.0,"[""ST (way)"", ""way is 'ST'"", ""ST + A + IN""]",-15.03134254689042,0
Gemini 2.5 Pro,Cryptic,cc_073,1,stain,in,90.0,"[""fashionable is 'in'"", ""A + IN put in a word"", ""ST + A + IN""]",-46.188104639684106,0
Qwen3-VL-235B Thinking,Cryptic,cc_073,0,plain,stain,45.0,"[""like a small mark"", ""stain"", ""locus"", ""but need 5 letters""]",0.0,0
Qwen3-VL-235B Thinking,Cryptic,cc_073,0,plain,plain,75.0,"[""answer is PLAIN"", ""PLAIN as the answer"", ""PLAIN is 5 letters"", ""PL + A + IN = PLAIN"", ""makes sense""]",-70.36418809163723,1
Qwen3-VL-235B Thinking,Cryptic,cc_073,0,plain,path,35.0,"[""maybe way is PATH"", ""way = PATH"", ""but 4 letters"", ""PATH isn't a word"", ""not sure""]",-109.35199126197274,0
Qwen3-VL-235B Thinking,Cryptic,cc_073,0,plain,place,55.0,"[""answer is PLACE"", ""answer might be PLACE"", ""PLACE is 5 letters"", ""most likely answer is PLACE"", ""circular"", ""a stretch""]",-146.09832801209882,0
Qwen3-VL-235B Thinking,Cryptic,cc_073,0,plain,spot,30.0,"[""spot is the definition"", ""spot as the definition"", ""spot as a noun"", ""spot can also mean""]",-153.71373718702736,0
Qwen3-VL-235B Thinking,Cryptic,cc_073,0,plain,ain,41.0,"[""a + fashionable = A + IN = AIN"", ""a + in = ain"", ""introducing AIN"", ""inserting AIN""]",-241.59438469724984,0
Qwen3-VL-235B Thinking,Cryptic,cc_073,0,plain,fashionable,25.0,"[""a fashionable spot"", ""fashionable is often IN"", ""fashionable could be"", ""fashionable = CE"", ""plain isn't fashionable""]",-364.6793984204333,0
Qwen3-VL-235B Thinking,Cryptic,cc_073,0,plain,pl,41.0,"[""way = PL"", ""PL as an abbreviation"", ""PL is a stretch""]",-426.773508654008,0
Qwen3-VL-235B Thinking,Cryptic,cc_073,0,plain,way,35.0,"[""way could be"", ""way as part of the wordplay"", ""way as in road"", ""way = PL"", ""way = BY""]",-544.0713997647456,0
Qwen3-VL-235B Thinking,Cryptic,cc_073,0,plain,in,41.0,"[""fashionable = IN"", ""a + in = ain"", ""in as the container"", ""in is trendy""]",-1274.4577465972109,0
